oid,t,lon,lat
5,1443655306,-4.4954414,48.38364
31,1443655308,-4.694862,48.105827
0,1443655308,-4.6864533,48.10125
10,1443655312,-4.4170732,48.1898
0,1443655312,-4.6867266,48.10121
2,1443655313,-4.4965634,48.38238
3,1443655314,-4.7706366,47.96116
4,1443655315,-4.48512,48.381325
5,1443655317,-4.495445,48.383648
0,1443655318,-4.6870685,48.101173
31,1443655319,-4.6956434,48.105843
7,1443655320,-4.3330235,48.154976
10,1443655322,-4.4171615,48.18956
1,1443655322,-4.465678,48.38246
17,1443655323,-4.5147915,48.369514
18,1443655324,-4.47942,48.38286
5,1443655325,-4.4954467,48.38365
4,1443655325,-4.4851184,48.381325
3,1443655325,-4.7705417,47.96078
31,1443655328,-4.6962833,48.10589
0,1443655328,-4.6878185,48.10111
10,1443655331,-4.4170384,48.189384
15,1443655332,-4.51619,48.36837
1,1443655334,-4.46568,48.38246
4,1443655334,-4.4851165,48.38133
5,1443655337,-4.4954467,48.38365
31,1443655338,-4.697008,48.105965
0,1443655339,-4.68856,48.10104
7,1443655340,-4.331795,48.15523
10,1443655341,-4.416625,48.189247
1,1443655342,-4.465687,48.382465
4,1443655344,-4.485113,48.38133
3,1443655345,-4.7703767,47.9601
5,1443655347,-4.495448,48.38365
0,1443655347,-4.68911,48.101
19,1443655349,-4.4859967,48.380676
31,1443655349,-4.6978083,48.105995
10,1443655351,-4.4161267,48.189156
4,1443655353,-4.4851117,48.381332
2,1443655354,-4.4965816,48.382397
5,1443655355,-4.495445,48.38365
3,1443655355,-4.7702985,47.959763
0,1443655357,-4.6897964,48.100986
21,1443655358,-4.4860168,48.38066
31,1443655359,-4.6985383,48.106052
10,1443655361,-4.415595,48.189087
1,1443655362,-4.465695,48.382477
4,1443655365,-4.4851117,48.381332
24,1443655365,-4.452417,48.384655
0,1443655368,-4.690545,48.100967
31,1443655368,-4.6991982,48.1061
7,1443655369,-4.33,48.15571
10,1443655372,-4.415,48.189014
3,1443655374,-4.770193,47.959114
4,1443655375,-4.48511,48.381332
5,1443655376,-4.49544,48.383648
0,1443655377,-4.6911535,48.100914
31,1443655379,-4.700005,48.106113
10,1443655382,-4.414445,48.18896
1,1443655382,-4.4656916,48.38248
4,1443655385,-4.48511,48.38133
5,1443655385,-4.4954333,48.383648
3,1443655385,-4.770118,47.958733
0,1443655388,-4.6919165,48.100826
31,1443655389,-4.70072,48.106148
10,1443655390,-4.4140067,48.188923
2,1443655392,-4.4965816,48.382397
4,1443655394,-4.485115,48.381332
23,1443655396,-4.476333,48.339066
5,1443655397,-4.4954233,48.383648
0,1443655397,-4.692605,48.10077
31,1443655399,-4.7013583,48.106167
7,1443655401,-4.3281136,48.156265
10,1443655401,-4.413435,48.188835
1,1443655401,-4.465687,48.382465
4,1443655404,-4.4851184,48.381325
0,1443655407,-4.6932235,48.100727
5,1443655407,-4.495422,48.383644
7,1443655409,-4.3275666,48.156425
31,1443655409,-4.7021585,48.106228
10,1443655412,-4.4128766,48.188694
1,1443655414,-4.4656835,48.38246
2,1443655414,-4.49659,48.382385
5,1443655415,-4.4954233,48.383644
0,1443655417,-4.6939282,48.10068
31,1443655419,-4.70288,48.106255
7,1443655419,-4.326958,48.156612
1,1443655422,-4.4656835,48.38246
10,1443655422,-4.41235,48.18852
2,1443655424,-4.496585,48.382385
4,1443655425,-4.485115,48.381306
25,1443655426,-4.4590883,48.38604
5,1443655427,-4.495425,48.383648
0,1443655428,-4.694705,48.10062
7,1443655429,-4.3263535,48.1568
22,1443655430,-4.4857316,48.38109
10,1443655432,-4.4118066,48.1884
1,1443655433,-4.4656835,48.38246
2,1443655433,-4.49658,48.382393
4,1443655435,-4.4851165,48.3813
22,1443655435,-4.48573,48.38109
5,1443655436,-4.495422,48.38365
0,1443655437,-4.6953316,48.10059
31,1443655439,-4.704322,48.106373
10,1443655442,-4.41123,48.188385
1,1443655442,-4.4656835,48.38246
4,1443655445,-4.48512,48.38132
5,1443655445,-4.4954166,48.38365
3,1443655445,-4.769632,47.95673
0,1443655448,-4.696065,48.100525
31,1443655449,-4.705042,48.10639
6,1443655449,-4.4880333,48.377415
10,1443655450,-4.4107466,48.18839
4,1443655454,-4.4851165,48.38131
5,1443655457,-4.495425,48.38366
0,1443655457,-4.696698,48.100464
31,1443655458,-4.705765,48.106415
16,1443655458,-4.512665,48.370834
10,1443655461,-4.410092,48.188465
1,1443655461,-4.4656835,48.38246
2,1443655463,-4.4965835,48.382393
4,1443655464,-4.4851117,48.381294
3,1443655465,-4.769465,47.956055
5,1443655467,-4.4954233,48.383656
0,1443655467,-4.69737,48.10037
31,1443655469,-4.7064867,48.10644
11,1443655470,-4.489247,48.37716
10,1443655471,-4.4094667,48.188614
1,1443655473,-4.46569,48.38246
4,1443655474,-4.4851117,48.381298
5,1443655475,-4.4954133,48.383656
0,1443655475,-4.697895,48.100307
3,1443655475,-4.7693734,47.95569
0,1443655477,-4.6980267,48.1003
31,1443655479,-4.707215,48.106487
10,1443655481,-4.408905,48.188755
1,1443655482,-4.4656935,48.38246
0,1443655482,-4.69836,48.100292
2,1443655483,-4.496587,48.3824
4,1443655485,-4.4851117,48.381306
0,1443655485,-4.698565,48.100292
5,1443655487,-4.495415,48.383663
0,1443655488,-4.698775,48.100285
14,1443655489,-4.4970517,48.207314
31,1443655489,-4.7078586,48.1065
0,1443655492,-4.698985,48.100273
10,1443655492,-4.408345,48.188892
0,1443655494,-4.699197,48.10026
4,1443655495,-4.4851184,48.381332
0,1443655497,-4.69941,48.100254
5,1443655497,-4.49542,48.38366
31,1443655499,-4.708647,48.10653
7,1443655500,-4.3223233,48.158325
30,1443655502,-4.5895815,48.27914
10,1443655502,-4.4078016,48.189053
1,1443655502,-4.4657035,48.38246
18,1443655504,-4.47942,48.38286
3,1443655505,-4.7691364,47.954712
4,1443655505,-4.4851165,48.38134
17,1443655506,-4.51481,48.369507
0,1443655508,-4.70018,48.1002
15,1443655509,-4.516175,48.368355
31,1443655509,-4.7093782,48.106518
10,1443655511,-4.4073234,48.189236
1,1443655513,-4.465707,48.38246
4,1443655514,-4.48512,48.381344
5,1443655516,-4.49543,48.383656
0,1443655517,-4.700805,48.10016
31,1443655518,-4.71004,48.10651
10,1443655520,-4.4069185,48.189533
7,1443655520,-4.321232,48.158787
1,1443655523,-4.46571,48.382465
4,1443655524,-4.4851184,48.381325
5,1443655525,-4.49544,48.383656
3,1443655525,-4.768998,47.95405
0,1443655527,-4.7014866,48.100117
19,1443655529,-4.486008,48.38064
31,1443655529,-4.710835,48.106514
10,1443655531,-4.40664,48.18993
1,1443655533,-4.4657135,48.382465
2,1443655534,-4.496585,48.3824
4,1443655534,-4.48512,48.381306
5,1443655536,-4.49544,48.38365
0,1443655538,-4.7022433,48.100056
31,1443655539,-4.711547,48.1065
7,1443655540,-4.320115,48.159206
10,1443655542,-4.4064484,48.1903
2,1443655543,-4.4965916,48.3824
24,1443655543,-4.45236,48.38468
4,1443655545,-4.4851265,48.381313
5,1443655547,-4.495438,48.383656
0,1443655547,-4.702855,48.100006
31,1443655549,-4.71219,48.106503
10,1443655552,-4.406265,48.19068
1,1443655553,-4.4657135,48.382465
4,1443655555,-4.4851284,48.38132
3,1443655556,-4.7687984,47.95302
5,1443655557,-4.4954367,48.38365
0,1443655558,-4.70361,48.099953
31,1443655559,-4.7129717,48.106495
10,1443655562,-4.4061117,48.19106
1,1443655562,-4.4657135,48.382465
2,1443655564,-4.4965835,48.38241
4,1443655565,-4.4851284,48.381313
3,1443655565,-4.7687383,47.952724
5,1443655567,-4.495432,48.38365
0,1443655569,-4.7043033,48.099934
31,1443655569,-4.7136784,48.106464
2,1443655572,-4.4965916,48.3824
4,1443655575,-4.485123,48.381306
5,1443655576,-4.495432,48.38366
23,1443655576,-4.476297,48.33906
0,1443655578,-4.705,48.099895
31,1443655579,-4.7143183,48.106472
10,1443655580,-4.40589,48.191814
1,1443655583,-4.4657116,48.382465
4,1443655584,-4.485125,48.381313
0,1443655587,-4.705653,48.099846
31,1443655589,-4.7150965,48.106457
10,1443655591,-4.4059014,48.192287
4,1443655594,-4.4851265,48.381325
0,1443655595,-4.706225,48.0998
5,1443655595,-4.495422,48.38366
31,1443655597,-4.71575,48.10648
0,1443655598,-4.7064266,48.09977
0,1443655601,-4.7066236,48.099735
10,1443655601,-4.405988,48.192688
1,1443655602,-4.4657116,48.38247
4,1443655603,-4.485125,48.381332
0,1443655605,-4.706885,48.099693
0,1443655607,-4.70702,48.09968
5,1443655607,-4.495422,48.38365
31,1443655609,-4.716467,48.106487
10,1443655612,-4.4060435,48.193096
2,1443655612,-4.4965916,48.382412
0,1443655612,-4.7073517,48.099655
22,1443655612,-4.485745,48.381107
4,1443655614,-4.4851165,48.381306
0,1443655615,-4.7075534,48.09963
26,1443655616,-4.4857683,48.379814
0,1443655618,-4.7077565,48.099606
5,1443655618,-4.495425,48.383656
31,1443655619,-4.71725,48.1065
10,1443655620,-4.4060736,48.193424
1,1443655622,-4.4657116,48.38247
4,1443655624,-4.4851184,48.3813
3,1443655625,-4.7683134,47.950733
6,1443655628,-4.48803,48.377403
0,1443655629,-4.7084384,48.099525
31,1443655629,-4.717963,48.106495
10,1443655631,-4.4060283,48.19386
2,1443655632,-4.496597,48.38241
4,1443655634,-4.485125,48.381306
5,1443655637,-4.495432,48.383656
0,1443655638,-4.709055,48.09946
31,1443655638,-4.718672,48.10648
16,1443655638,-4.512665,48.370834
10,1443655641,-4.4056783,48.19416
1,1443655643,-4.465705,48.382473
4,1443655644,-4.4851184,48.381294
5,1443655645,-4.4954367,48.38366
0,1443655648,-4.70973,48.099415
31,1443655649,-4.7194,48.10652
11,1443655649,-4.489287,48.37717
10,1443655652,-4.4053183,48.194534
0,1443655652,-4.7100735,48.09939
0,1443655652,-4.7100735,48.09939
0,1443655654,-4.710213,48.09939
4,1443655654,-4.485103,48.381268
2,1443655654,-4.4966035,48.382412
5,1443655655,-4.495438,48.38365
31,1443655657,-4.720043,48.106487
0,1443655657,-4.7104216,48.09938
7,1443655660,-4.3174915,48.163853
10,1443655661,-4.405208,48.194927
0,1443655661,-4.7106967,48.09937
1,1443655662,-4.465705,48.382465
4,1443655663,-4.4851017,48.38126
0,1443655665,-4.710965,48.09934
0,1443655667,-4.711097,48.099323
31,1443655668,-4.7208133,48.10648
0,1443655671,-4.7114315,48.099274
2,1443655672,-4.4966,48.38241
10,1443655672,-4.40545,48.1953
1,1443655673,-4.465705,48.38246
4,1443655674,-4.4851165,48.381294
0,1443655675,-4.711642,48.099255
5,1443655677,-4.4954414,48.383648
0,1443655678,-4.7118535,48.09923
31,1443655679,-4.7215185,48.106506
10,1443655680,-4.40559,48.19557
0,1443655681,-4.71206,48.09922
17,1443655682,-4.5148234,48.36963
1,1443655682,-4.4657083,48.38246
4,1443655684,-4.4851284,48.38131
18,1443655685,-4.47942,48.38286
0,1443655685,-4.712332,48.09921
5,1443655687,-4.4954414,48.383648
0,1443655688,-4.7125983,48.099194
31,1443655689,-4.7222385,48.106487
15,1443655689,-4.5161614,48.368366
10,1443655691,-4.405335,48.195908
2,1443655693,-4.496607,48.382404
4,1443655694,-4.4851165,48.38128
5,1443655696,-4.495445,48.383648
0,1443655697,-4.7131934,48.09914
31,1443655698,-4.7229567,48.106453
10,1443655700,-4.404848,48.19602
2,1443655703,-4.496605,48.3824
1,1443655704,-4.4657135,48.38246
5,1443655705,-4.4954467,48.383648
0,1443655705,-4.713673,48.099106
4,1443655705,-4.485115,48.381275
0,1443655708,-4.713815,48.099106
31,1443655709,-4.723678,48.106464
19,1443655709,-4.48599,48.380646
0,1443655711,-4.7140965,48.099106
10,1443655712,-4.4043565,48.195915
2,1443655714,-4.4966,48.382397
4,1443655714,-4.48511,48.38128
0,1443655715,-4.714373,48.099113
5,1443655717,-4.49544,48.383648
31,1443655717,-4.724245,48.106457
0,1443655717,-4.714512,48.099113
0,1443655720,-4.71479,48.0991
10,1443655721,-4.403957,48.195595
24,1443655721,-4.45236,48.384666
1,1443655722,-4.4657183,48.38246
0,1443655723,-4.715,48.099083
4,1443655724,-4.4851184,48.381306
0,1443655727,-4.71521,48.09906
31,1443655728,-4.7250233,48.10646
0,1443655731,-4.715483,48.099026
10,1443655732,-4.403535,48.19529
2,1443655732,-4.4965816,48.38241
4,1443655734,-4.485125,48.381325
0,1443655735,-4.7157483,48.098988
5,1443655737,-4.4954433,48.383648
0,1443655738,-4.71594,48.098953
31,1443655739,-4.725808,48.106472
10,1443655740,-4.4031134,48.195133
7,1443655740,-4.318412,48.16718
0,1443655741,-4.716202,48.09891
1,1443655742,-4.4657216,48.382465
4,1443655743,-4.48512,48.38132
2,1443655743,-4.496595,48.382393
0,1443655744,-4.716338,48.09889
5,1443655747,-4.495445,48.383648
31,1443655747,-4.726442,48.10647
0,1443655748,-4.716678,48.098854
7,1443655750,-4.3187065,48.16756
0,1443655750,-4.71681,48.098835
1,1443655751,-4.465725,48.38246
10,1443655751,-4.402425,48.19498
0,1443655753,-4.717008,48.09882
4,1443655755,-4.485113,48.381313
23,1443655755,-4.4763117,48.339054
0,1443655757,-4.71727,48.09878
5,1443655757,-4.4954467,48.383648
31,1443655758,-4.727165,48.106472
10,1443655760,-4.401777,48.194927
7,1443655760,-4.3190064,48.167934
4,1443655764,-4.4851084,48.381313
5,1443655765,-4.495445,48.383648
7,1443655769,-4.319287,48.168278
31,1443655769,-4.727965,48.10646
0,1443655769,-4.71802,48.09871
0,1443655769,-4.71802,48.09871
0,1443655770,-4.71809,48.098705
10,1443655771,-4.4011183,48.19491
4,1443655774,-4.4851084,48.38132
2,1443655774,-4.4966083,48.382385
0,1443655774,-4.718372,48.098694
31,1443655777,-4.7285433,48.10644
0,1443655777,-4.7185817,48.098694
5,1443655777,-4.4954534,48.38365
7,1443655780,-4.319615,48.1687
0,1443655781,-4.7188582,48.09868
10,1443655781,-4.400407,48.194817
1,1443655782,-4.46571,48.382465
4,1443655784,-4.4851117,48.38132
25,1443655785,-4.4591265,48.38603
0,1443655785,-4.71913,48.09865
5,1443655787,-4.4954567,48.383648
0,1443655788,-4.719335,48.098633
31,1443655788,-4.7294116,48.10644
22,1443655792,-4.4857016,48.38109
10,1443655792,-4.3997536,48.19476
2,1443655792,-4.496617,48.38238
4,1443655795,-4.4851017,48.381298
26,1443655796,-4.485777,48.3798
5,1443655797,-4.495455,48.383648
0,1443655798,-4.7200365,48.09857
31,1443655799,-4.7300315,48.106438
10,1443655800,-4.3992314,48.194717
1,1443655802,-4.4657135,48.38247
2,1443655803,-4.4966135,48.382385
4,1443655803,-4.485103,48.381294
5,1443655807,-4.4954515,48.383648
31,1443655807,-4.73075,48.106426
0,1443655808,-4.7207084,48.09852
10,1443655811,-4.398522,48.19464
4,1443655814,-4.485103,48.3813
5,1443655816,-4.49545,48.38365
0,1443655817,-4.721325,48.098465
31,1443655818,-4.731475,48.10645
16,1443655819,-4.512665,48.370834
7,1443655820,-4.320542,48.17029
10,1443655820,-4.3978767,48.19458
2,1443655823,-4.4966016,48.382393
1,1443655823,-4.465715,48.38248
4,1443655824,-4.4851065,48.381313
5,1443655825,-4.49545,48.38365
20,1443655826,-4.326805,48.09864
11,1443655828,-4.4892435,48.37717
0,1443655828,-4.7221017,48.098434
31,1443655829,-4.732275,48.10644
7,1443655829,-4.3207617,48.170647
10,1443655831,-4.3972282,48.194515
4,1443655833,-4.4851117,48.381332
2,1443655834,-4.4966,48.382393
0,1443655834,-4.722512,48.0984
31,1443655837,-4.7328734,48.106434
0,1443655837,-4.7227035,48.098373
5,1443655837,-4.495438,48.38365
10,1443655841,-4.3965116,48.194435
0,1443655841,-4.723028,48.098328
0,1443655843,-4.723165,48.09831
1,1443655843,-4.4657335,48.38247
4,1443655843,-4.4851065,48.38134
2,1443655843,-4.4965982,48.382385
5,1443655847,-4.49543,48.38365
31,1443655848,-4.7336783,48.10647
0,1443655848,-4.7234383,48.09828
1,1443655852,-4.4657383,48.382465
10,1443655852,-4.3958583,48.19438
0,1443655852,-4.7237115,48.09826
4,1443655853,-4.485095,48.381336
0,1443655854,-4.7238417,48.09824
5,1443655857,-4.49543,48.383656
0,1443655858,-4.724107,48.098213
31,1443655859,-4.7343884,48.106445
10,1443655860,-4.395342,48.19434
7,1443655860,-4.321387,48.17193
1,1443655862,-4.46575,48.382465
4,1443655863,-4.4850864,48.38133
2,1443655863,-4.496595,48.382385
18,1443655865,-4.47942,48.38286
17,1443655867,-4.514828,48.369568
5,1443655867,-4.495432,48.383656
31,1443655867,-4.7350984,48.10644
0,1443655869,-4.724795,48.098167
15,1443655870,-4.51617,48.368393
10,1443655871,-4.39462,48.194267
1,1443655872,-4.465757,48.382465
4,1443655875,-4.4850817,48.381325
5,1443655876,-4.495435,48.38365
0,1443655877,-4.7254167,48.098103
31,1443655878,-4.7358165,48.10643
10,1443655880,-4.39397,48.19422
4,1443655885,-4.4850817,48.38133
5,1443655885,-4.4954333,48.38365
0,1443655887,-4.7261667,48.098
19,1443655889,-4.486008,48.38065
31,1443655889,-4.73663,48.106457
10,1443655891,-4.393325,48.19417
4,1443655893,-4.485083,48.38133
2,1443655895,-4.4966135,48.3824
5,1443655897,-4.49543,48.383648
24,1443655898,-4.4523935,48.38467
31,1443655898,-4.7372932,48.10648
0,1443655898,-4.72676,48.09792
21,1443655899,-4.4859385,48.38073
10,1443655901,-4.392677,48.194065
4,1443655903,-4.48508,48.38132
1,1443655903,-4.465755,48.38246
2,1443655904,-4.4966183,48.3824
5,1443655906,-4.4954286,48.383644
31,1443655908,-4.738022,48.106495
0,1443655908,-4.72748,48.09783
10,1443655912,-4.391947,48.193985
1,1443655912,-4.465755,48.38246
4,1443655913,-4.485075,48.381306
5,1443655917,-4.4954233,48.383633
0,1443655918,-4.728152,48.097748
31,1443655918,-4.73873,48.106487
10,1443655920,-4.391423,48.19397
4,1443655925,-4.485075,48.3813
5,1443655927,-4.4954286,48.383633
31,1443655927,-4.7394333,48.106472
0,1443655929,-4.72883,48.097675
10,1443655931,-4.3906984,48.193966
2,1443655933,-4.49659,48.382374
4,1443655935,-4.48509,48.381313
5,1443655936,-4.49543,48.38363
23,1443655936,-4.47637,48.339108
0,1443655938,-4.7294416,48.09762
31,1443655938,-4.7401485,48.106476
10,1443655941,-4.390055,48.19407
1,1443655943,-4.4657583,48.38244
4,1443655945,-4.4850883,48.38132
5,1443655945,-4.49543,48.383625
0,1443655946,-4.730045,48.09758
0,1443655947,-4.730175,48.097572
31,1443655949,-4.740947,48.106453
7,1443655949,-4.3223233,48.175594
10,1443655951,-4.389458,48.19425
1,1443655951,-4.465755,48.382442
0,1443655952,-4.7304435,48.09756
4,1443655954,-4.4850883,48.38132
0,1443655954,-4.7305818,48.097553
5,1443655957,-4.4954333,48.383625
7,1443655958,-4.3221216,48.17597
31,1443655958,-4.741677,48.106445
0,1443655958,-4.730787,48.09754
0,1443655960,-4.7310567,48.0975
10,1443655961,-4.3889165,48.194492
1,1443655963,-4.4657516,48.382454
4,1443655963,-4.4850864,48.381317
0,1443655964,-4.7312565,48.097473
5,1443655966,-4.495435,48.38363
31,1443655967,-4.7423134,48.106415
0,1443655968,-4.7315216,48.097435
7,1443655970,-4.3217316,48.17632
0,1443655971,-4.731722,48.097424
10,1443655972,-4.3885283,48.194912
22,1443655973,-4.485698,48.381107
1,1443655973,-4.4657516,48.38246
4,1443655973,-4.4850917,48.38132
2,1443655973,-4.49656,48.382328
0,1443655974,-4.73192,48.097416
5,1443655976,-4.495438,48.383625
26,1443655976,-4.485765,48.379814
31,1443655978,-4.7430367,48.106434
0,1443655978,-4.732185,48.097404
7,1443655980,-4.3212934,48.1766
10,1443655981,-4.3883066,48.19533
1,1443655982,-4.4657483,48.38246
0,1443655982,-4.7324615,48.097393
2,1443655983,-4.4965515,48.382328
4,1443655985,-4.4850984,48.381313
5,1443655986,-4.4954367,48.383625
0,1443655988,-4.732887,48.09738
31,1443655988,-4.743745,48.10644
6,1443655989,-4.4880085,48.377407
40,1443655990,-4.461223,47.875004
43,1443655990,-4.478015,47.825035
1,1443655991,-4.4657435,48.38246
10,1443655991,-4.3882017,48.19571
51,1443655992,-6.086573,49.07316
2,1443655992,-4.496538,48.382347
60,1443655992,-4.427728,47.921486
40,1443655994,-4.461372,47.875065
4,1443655995,-4.485095,48.381306
5,1443655997,-4.4954333,48.383625
35,1443655997,-4.599352,47.947014
0,1443655998,-4.73351,48.097355
31,1443655998,-4.7444468,48.106403
40,1443655998,-4.4614635,47.8751
7,1443656000,-4.3202515,48.177
40,1443656000,-4.461555,47.87514
10,1443656001,-4.3881383,48.196106
43,1443656001,-4.4780483,47.825035
16,1443656002,-4.512665,48.370834
16,1443656002,-4.512665,48.370834
35,1443656003,-4.599527,47.94726
1,1443656003,-4.4657435,48.38246
40,1443656004,-4.4616766,47.875195
4,1443656005,-4.485095,48.3813
60,1443656005,-4.4280615,47.92185
5,1443656006,-4.4954333,48.383633
40,1443656007,-4.4617634,47.87524
35,1443656007,-4.599623,47.947426
48,1443656008,-4.326542,48.098293
31,1443656009,-4.745237,48.10638
0,1443656009,-4.734248,48.097282
11,1443656010,-4.4892535,48.37718
11,1443656010,-4.4892535,48.37718
0,1443656011,-4.7344484,48.097263
0,1443656011,-4.7344484,48.097263
0,1443656011,-4.7344484,48.097263
10,1443656011,-4.388292,48.196415
43,1443656011,-4.4780817,47.825016
1,1443656011,-4.46575,48.382458
60,1443656012,-4.42835,47.92199
4,1443656013,-4.485093,48.381298
40,1443656014,-4.461935,47.87532
35,1443656014,-4.599818,47.9477
61,1443656015,-4.698245,47.8386
0,1443656015,-4.73471,48.097225
0,1443656015,-4.73471,48.097225
62,1443656016,-5.2177916,48.762054
60,1443656016,-4.42849,47.922035
35,1443656017,-4.59991,47.947815
5,1443656017,-4.495438,48.383636
0,1443656017,-4.734842,48.09721
7,1443656018,-4.319375,48.177494
40,1443656018,-4.462052,47.87538
31,1443656018,-4.745965,48.106354
10,1443656021,-4.3884735,48.196667
0,1443656021,-4.7351065,48.09717
43,1443656021,-4.4780984,47.825016
0,1443656021,-4.7351065,48.09717
60,1443656023,-4.428837,47.922104
1,1443656023,-4.4657583,48.382454
62,1443656024,-5.218058,48.761993
43,1443656024,-4.4780984,47.825016
4,1443656024,-4.485105,48.381317
0,1443656025,-4.735443,48.09714
0,1443656026,-4.735443,48.09714
31,1443656027,-4.746605,48.10633
14,1443656027,-4.497093,48.207294
33,1443656028,-4.4527135,47.866013
35,1443656028,-4.600253,47.94826
14,1443656028,-4.497093,48.207294
0,1443656028,-4.7355766,48.097126
10,1443656030,-4.3886285,48.196865
0,1443656031,-4.735777,48.09712
7,1443656031,-4.3189,48.1778
40,1443656031,-4.4624815,47.875526
0,1443656031,-4.735777,48.09712
1,1443656033,-4.4657617,48.38245
4,1443656034,-4.48511,48.38132
60,1443656035,-4.4294434,47.922092
33,1443656035,-4.452755,47.866028
5,1443656036,-4.4954367,48.383633
0,1443656037,-4.736175,48.097095
35,1443656037,-4.600535,47.948574
33,1443656037,-4.45277,47.86603
31,1443656038,-4.7473183,48.10632
43,1443656038,-4.478132,47.82505
40,1443656038,-4.4626985,47.875572
40,1443656039,-4.4627266,47.875572
7,1443656040,-4.3184814,48.17809
10,1443656041,-4.388788,48.19712
1,1443656042,-4.46576,48.382454
17,1443656043,-4.5148168,48.369587
18,1443656044,-4.4794183,48.38286
4,1443656045,-4.4851065,48.38131
5,1443656046,-4.4954367,48.38364
31,1443656048,-4.7480383,48.106304
0,1443656048,-4.73692,48.09706
7,1443656049,-4.318205,48.1784
10,1443656051,-4.3889084,48.19731
15,1443656052,-4.516165,48.368366
1,1443656052,-4.46576,48.38245
5,1443656057,-4.49544,48.383648
0,1443656057,-4.737575,48.09701
31,1443656058,-4.748765,48.106293
7,1443656059,-4.317945,48.17877
10,1443656061,-4.38915,48.19748
1,1443656063,-4.46576,48.382446
4,1443656065,-4.4850917,48.3813
5,1443656066,-4.4954433,48.383648
0,1443656068,-4.73826,48.096992
31,1443656069,-4.7495565,48.10625
19,1443656069,-4.486057,48.380527
10,1443656071,-4.38947,48.197533
1,1443656071,-4.46576,48.382446
0,1443656077,-4.738885,48.096947
24,1443656077,-4.4523683,48.38463
5,1443656077,-4.495448,48.383644
31,1443656078,-4.7502766,48.106236
10,1443656081,-4.38977,48.19744
1,1443656083,-4.465755,48.382446
4,1443656084,-4.485093,48.381306
31,1443656087,-4.7509165,48.10622
5,1443656087,-4.495448,48.383648
0,1443656088,-4.739617,48.096867
0,1443656090,-4.7397466,48.096855
0,1443656090,-4.7397466,48.096855
10,1443656090,-4.38997,48.19729
0,1443656091,-4.7398133,48.096848
1,1443656093,-4.465747,48.382454
4,1443656094,-4.48508,48.381294
0,1443656095,-4.7400784,48.0968
5,1443656096,-4.495445,48.383644
0,1443656098,-4.7402134,48.09678
31,1443656099,-4.751615,48.106194
0,1443656100,-4.7404184,48.09676
10,1443656102,-4.390177,48.197044
1,1443656102,-4.4657383,48.382454
4,1443656105,-4.4850736,48.381287
0,1443656105,-4.74084,48.096733
5,1443656106,-4.4954433,48.38364
3,1443656106,-4.7662883,47.935215
31,1443656108,-4.7523317,48.106155
0,1443656109,-4.7409782,48.096733
10,1443656111,-4.390197,48.19685
0,1443656111,-4.7411866,48.096733
0,1443656114,-4.741387,48.09672
4,1443656115,-4.4850817,48.381306
23,1443656116,-4.476462,48.33907
5,1443656117,-4.49544,48.38364
0,1443656117,-4.741657,48.096695
31,1443656119,-4.753063,48.106144
0,1443656120,-4.741793,48.09668
10,1443656121,-4.3902216,48.196674
1,1443656123,-4.465735,48.382458
4,1443656125,-4.485093,48.38132
0,1443656125,-4.742212,48.096653
5,1443656126,-4.4954414,48.38364
0,1443656128,-4.74235,48.09664
31,1443656129,-4.7538586,48.106155
7,1443656129,-4.316515,48.18142
10,1443656131,-4.390352,48.196545
1,1443656133,-4.465745,48.382454
4,1443656134,-4.485103,48.381325
5,1443656137,-4.49544,48.383636
0,1443656137,-4.742965,48.096573
31,1443656139,-4.754565,48.106133
7,1443656140,-4.316455,48.181873
10,1443656141,-4.390548,48.19646
1,1443656143,-4.4657717,48.38244
25,1443656144,-4.4590964,48.385952
4,1443656144,-4.4851117,48.381325
5,1443656146,-4.49544,48.383633
31,1443656148,-4.7552133,48.106113
0,1443656149,-4.7437716,48.096474
10,1443656150,-4.3907933,48.196434
4,1443656153,-4.4850965,48.3813
22,1443656154,-4.485708,48.3811
5,1443656156,-4.49544,48.383633
0,1443656157,-4.744312,48.09642
26,1443656157,-4.4857736,48.379826
31,1443656158,-4.75595,48.106106
10,1443656162,-4.3911386,48.196327
1,1443656163,-4.4657683,48.382442
4,1443656166,-4.4851,48.3813
5,1443656166,-4.495445,48.383636
6,1443656167,-4.488025,48.377415
0,1443656168,-4.7450433,48.09634
31,1443656168,-4.7566686,48.106117
10,1443656171,-4.3912983,48.19617
2,1443656172,-4.4965615,48.38236
1,1443656172,-4.4657416,48.382458
4,1443656175,-4.4851117,48.38132
5,1443656177,-4.495448,48.38364
0,1443656177,-4.745585,48.096294
31,1443656178,-4.75739,48.106094
0,1443656178,-4.7457232,48.096294
10,1443656182,-4.3913584,48.195942
0,1443656182,-4.7460017,48.0963
16,1443656183,-4.512665,48.370834
1,1443656183,-4.4657316,48.38246
2,1443656183,-4.4965615,48.38236
0,1443656184,-4.7461414,48.096302
4,1443656184,-4.4851065,48.381313
5,1443656186,-4.4954515,48.38364
0,1443656188,-4.74642,48.0963
31,1443656188,-4.758108,48.10607
11,1443656188,-4.489265,48.37718
0,1443656191,-4.746627,48.096287
10,1443656191,-4.3913984,48.195763
1,1443656193,-4.4657316,48.38246
4,1443656194,-4.4850864,48.381287
0,1443656195,-4.746895,48.096252
